
length	num
7	2
7	1
13	1
8	1
9	2
7	4
10	2
8	1
8	1
7	6
8	4
8	7
8	5
9	2
8	2
8	6
10	6
10	2
9	1
10	2
9	1
7	19
9	5
8	2
7	7
9	2
10	1
10	2
8	1
13	1
9	1
8	3
9	3
12	1
8	6
8	5
8	1
8	1
7	7
8	9
7	23
9	2
8	7
9	4
8	4
12	2
7	5
9	1
30	1
8	2
8	2
7	7
13	2
9	4
8	3
8	1
9	1
7	5
16	1
8	1
8	5
10	5
9	2
10	9
15	3
7	1
14	1
8	9
8	4
8	3
9	2
8	4
7	1
8	1
7	5
9	1
19	1
9	1
8	5
9	1
8	3
9	1
7	2
9	2
11	1
9	1
8	3
10	1
9	1
9	2
25	1
12	5
8	1
8	9
10	1
8	3
7	4
9	1
8	1
7	2
8	2
8	1
34	3
25	1
8	1
8	2
9	1
8	2
15	1
8	1
7	5
10	7
8	6
8	1
13	10
9	1
9	7
7	3
7	2
9	1
9	1
14	4
13	1
8	7
8	5
23	2
8	9
8	1
8	1
8	1
7	1
9	1
8	1
8	1
8	3
16	3
8	6
9	2
9	1
9	1
10	2
21	1
9	4
7	7
7	5
9	4
7	2
9	2
13	1
9	2
9	5
9	1
8	1
8	6
8	1
11	2
11	9
9	1
12	1
7	3
10	1
10	3
7	4
7	24
7	5
7	1
8	4
8	6
8	4
7	24
9	2
8	1
19	2
8	1
17	6
10	1
8	2
8	2
7	5
19	1
7	2
8	9
10	1
8	2
8	6
7	3
8	2
9	2
8	1
9	4
9	1
8	6
10	1
10	1
9	1
12	1
7	6
8	5
10	4
8	2
9	3
8	5
9	11
11	2
11	1
8	3
8	8
7	3
7	4
8	9
7	5
8	3
8	6
8	3
8	1
7	5
12	5
8	1
9	10
9	1
8	7
8	7
8	1
9	2
8	1
7	1
9	1
9	4
7	4
8	4
23	3
10	2
7	5
9	4
9	1
8	2
7	1
8	1
6	12
10	5
9	2
8	5
9	1
9	11
8	1
8	2
8	1
8	9
7	34
8	5
16	2
14	1
15	2
9	1
10	1
8	1
7	3
9	4
9	1
9	1
12	1
14	2
8	1
9	1
7	4
9	4
9	1
9	2
7	2
9	17
8	2
7	7
8	5
15	2
7	8
8	2
8	5
7	5
9	1
16	1
8	2
9	1
10	1
7	3
10	1
8	6
8	1
17	1
8	4
7	4
10	5
8	7
7	6
9	2
9	3
7	4
8	1
10	1
8	1
7	5
13	1
9	5
8	7
7	5
8	8
13	1
7	23
8	4
8	4
8	4
8	6
8	1
7	14
8	4
8	2
7	6
17	2
9	2
7	5
8	14
10	3
11	1
7	1
10	2
10	1
8	4
11	1
10	1
8	2
9	2
27	1
8	3
8	5
8	6
8	5
8	2
7	4
10	2
8	6
8	11
8	4
8	4
8	4
8	8
8	6
9	2
10	2
8	2
7	5
7	5
12	1
7	4
8	1
15	4
7	4
9	1
10	4
8	1
9	1
9	1
9	1
11	1
8	2
9	1
10	1
8	2
10	1
9	1
8	7
8	2
9	1
11	3
7	3
8	3
9	1
8	7
9	2
7	5
8	1
8	5
8	5
10	1
25	4
10	4
8	2
8	4
8	3
7	3
10	7
8	3
8	4
8	6
9	1
10	2
8	1
13	9
7	2
9	3
10	1
8	3
9	2
8	3
9	2
8	1
7	4
24	1
7	3
7	2
7	18
7	3
9	3
10	1
7	2
8	6
8	7
9	1
18	2
14	4
8	10
12	1
8	4
7	3
8	6
8	4
9	1
10	3
9	1
7	1
9	6
9	4
8	6
7	1
9	1
9	2
19	2
9	1
9	2
8	7
8	3
8	2
15	2
7	3
8	1
8	1
8	4
8	3
13	2
8	1
8	5
8	4
8	5
9	4
12	1
10	1
9	2
9	1
8	1
12	1
10	3
7	1
8	1
9	1
13	1
7	1
9	2
9	1
8	3
17	1
8	2
10	7
10	3
11	4
8	1
8	7
9	1
7	7
7	4
7	5
8	1
7	2
8	6
8	1
8	4
7	3
27	1
9	1
11	5
8	6
11	1
8	1
7	4
23	2
9	2
7	3
8	2
13	3
8	1
8	8
8	1
8	5
8	2
14	1
8	2
9	4
7	4
15	1
7	2
9	1
8	6
8	4
7	6
11	1
9	1
9	2
9	9
9	3
7	4
28	3
9	4
8	1
10	1
8	2
7	6
7	5
8	4
9	4
8	2
7	5
8	3
8	6
9	4
8	1
17	1
8	3
9	6
8	2
8	6
9	5
8	2
9	2
8	3
7	3
9	2
8	4
9	3
9	1
8	8
9	2
8	1
26	1
8	2
9	2
8	3
10	1
9	8
9	1
17	5
9	2
10	2
8	1
8	1
8	2
8	3
9	2
10	2
7	4
10	4
8	3
8	6
8	2
8	6
10	2
7	6
8	5
9	1
13	1
8	3
10	1
8	3
8	3
7	2
8	3
8	1
10	1
8	13
8	4
9	1
9	4
8	1
8	6
7	5
14	1
8	1
8	2
11	1
8	5
9	3
9	1
8	4
8	8
8	5
9	1
10	1
8	1
7	4
9	3
9	2
8	2
7	4
7	3
15	2
9	4
7	10
8	1
10	2
8	22
9	1
8	6
8	2
7	5
7	3
7	4
8	1
7	3
8	2
8	2
15	1
9	1
8	10
8	1
8	1
8	4
10	1
12	1
7	18
9	2
11	1
9	1
16	1
13	1
10	6
8	6
12	1
9	2
7	15
10	5
8	4
8	4
8	6
8	8
8	3
8	1
37	5
9	2
8	10
9	3
8	6
7	2
9	7
9	1
8	5
8	7
8	5
8	2
7	3
9	1
10	2
8	4
7	2
7	2
8	7
8	5
9	2
8	5
9	2
9	1
8	6
8	2
8	1
18	1
10	1
9	4
9	4
9	1
9	3
8	2
8	1
8	5
8	4
15	2
8	2
9	1
13	2
8	1
8	4
9	4
9	4
8	3
8	1
8	1
11	1
8	1
8	5
8	1
8	1
8	4
7	1
7	6
7	24
8	1
8	5
8	2
7	4
8	1
9	6
8	4
11	2
7	5
9	2
7	5
8	8
8	2
10	1
8	21
10	1
10	1
7	8
7	1
9	2
8	2
11	1
11	1
7	4
9	3
8	3
8	5
8	4
21	1
15	1
8	6
8	1
7	3
9	7
8	1
9	3
8	3
7	5
7	5
8	1
9	1
8	6
8	1
8	4
8	2
8	3
9	1
12	1
8	3
8	2
8	1
7	2
8	4
8	3
7	4
8	1
12	2
11	1
7	4
7	4
8	7
9	4
8	4
9	1
9	2
8	3
13	9
9	1
8	2
8	6
9	2
8	3
10	1
8	5
8	4
11	1
8	7
8	1
8	1
12	2
13	1
10	1
9	2
11	1
9	2
16	1
8	7
9	2
9	4
8	5
9	5
15	1
7	6
8	2
9	5
8	3
8	6
10	1
7	4
8	2
9	1
13	2
8	2
8	3
8	6
8	1
9	1
8	6
21	1
7	3
9	2
8	6
8	6
8	5
9	2
13	1
8	2
10	1
8	4
8	1
8	5
8	6
7	5
8	2
11	1
9	4
8	6
7	5
8	4
9	2
8	3
8	9
11	1
8	5
8	4
8	3
9	3
8	6
7	4
9	2
8	4
8	2
7	4
9	2
24	1
8	3
9	1
8	6
15	1
9	2
8	1
10	1
7	8
8	3
8	1
8	11
8	2
8	2
8	1
8	7
9	3
10	1
7	2
10	2
9	1
9	2
8	8
8	7
9	3
9	7
9	9
8	4
9	3
7	3
8	2
20	5
10	1
9	2
8	5
8	2
9	3
8	4
8	7
8	8
8	1
9	2
9	1
7	1
8	4
9	7
8	4
7	7
8	2
8	6
15	1
8	6
10	3
8	4
9	1
8	5
8	1
8	1
8	6
22	9
8	5
16	1
8	7
7	6
9	1
9	1
8	7
8	6
9	1
9	1
7	2
7	5
9	6
8	6
23	5
11	2
8	2
7	3
8	5
8	4
7	5
8	1
7	34
7	18
9	3
8	4
7	5
7	6
10	1
8	3
7	7
9	3
8	2
9	3
8	1
7	15
10	1
8	2
9	2
7	4
8	3
7	8
8	9
9	4
7	4
7	7
8	2
8	4
7	1
8	3
8	4
7	5
9	2
8	3
7	5
8	7
9	1
8	3
8	1
8	1
8	1
8	1
9	3
8	1
7	7
11	1
8	2
14	2
8	4
15	5
9	1
8	1
7	2
9	1
11	4
8	10
10	3
12	1
7	25
8	8
11	1
8	8
9	1
10	1
7	20
9	1
8	2
8	1
8	2
9	1
9	2
10	2
8	8
10	2
7	5
10	1
14	1
8	7
9	2
9	1
9	1
8	1
8	4
8	1
10	1
9	1
8	7
7	18
10	1
27	1
10	1
8	4
10	5
7	5
9	2
9	13
8	3
7	3
8	10
10	6
7	6
8	2
10	1
8	6
9	1
8	7
9	2
7	5
16	4
8	2
8	1
8	1
10	6
7	5
7	2
8	1
18	1
7	4
12	2
9	3
8	8
8	6
9	1
8	5
9	2
11	2
15	3
9	3
9	3
8	7
7	4
7	9
12	3
11	1
8	1
8	7
7	7
8	2
14	1
9	2
8	5
9	2
8	3
11	1
7	4
7	6
9	11
20	1
13	2
9	2
8	1
9	3
8	1
8	2
8	2
8	7
8	4
8	6
10	1
10	2
9	1
8	2
8	2
10	2
10	1
7	1
9	1
10	2
8	3
8	1
8	3
8	1
8	1
7	3
7	5
8	2
8	1
9	4
14	1
9	2
7	3
11	1
9	2
8	3
8	6
8	1
8	11
7	4
8	3
8	1
13	2
9	5
11	1
8	3
8	2
10	1
9	1
10	1
8	5
11	2
8	4
9	1
8	2
10	1
9	1
8	10
7	13
8	3
8	1
8	5
8	7
10	4
8	1
10	3
7	2
8	2
9	1
10	1
7	25
8	1
10	3
8	9
7	4
7	7
7	5
9	1
9	5
7	3
8	1
9	8
10	2
7	7
9	5
10	1
16	1
10	8
8	2
9	2
8	4
9	8
8	1
11	2
8	6
12	1
9	2
7	6
8	7
8	3
7	4
18	1
8	2
9	2
8	2
7	18
7	3
15	1
10	10
8	3
8	1
8	2
8	1
8	1
8	1
9	1
8	6
8	2
16	4
8	7
8	1
10	1
8	4
8	3
9	6
8	3
7	2
8	4
7	5
9	5
16	5
9	4
9	1
8	1
8	2
8	1
7	2
10	2
10	1
9	1
9	1
9	1
9	1
8	3
16	1
13	1
9	3
10	1
8	6
7	3
8	6
7	3
12	2
10	1
8	5
8	4
8	4
12	1
8	9
8	2
13	1
7	4
9	1
12	1
8	6
11	2
9	1
10	2
8	6
8	1
8	3
9	1
7	2
8	6
10	1
8	2
9	2
10	1
11	2
8	6
8	4
11	1
7	5
7	2
6	20
8	6
8	3
8	1
7	4
12	3
8	1
7	7
8	5
9	1
7	2
8	2
10	1
7	4
7	22
9	1
8	3
16	1
8	2
7	3
10	7
9	1
8	9
9	3
8	6
10	1
9	1
7	3
9	2
9	3
9	1
9	7
8	1
11	1
11	2
12	1
9	3
8	6
8	1
10	2
8	4
8	5
19	1
7	1
8	5
9	1
10	6
8	4
8	5
17	6
9	3
8	5
7	3
8	4
8	3
19	7
15	7
8	4
8	4
9	1
8	7
7	3
7	4
8	4
9	1
10	1
8	2
8	4
7	5
17	2
8	1
9	4
13	1
15	7
8	5
8	7
9	1
7	1
9	1
9	1
23	2
7	3
37	2
8	5
11	1
9	1
8	2
9	6
8	7
9	5
14	4
8	2
8	1
9	1
9	1
10	1
11	2
7	7
9	1
8	7
9	2
8	4
12	2
11	1
9	1
11	1
9	1
8	5
9	1
8	1
7	3
8	4
8	4
7	3
8	6
8	4
9	3
8	1
9	1
8	2
9	1
8	9
13	3
8	9
9	2
7	6
9	2
13	1
10	1
8	3
8	7
10	7
9	1
25	1
9	2
9	1
13	1
8	2
13	1
8	9
7	4
9	2
9	3
8	7
8	5
8	4
7	3
8	3
7	2
7	1
8	2
8	6
7	1
9	3
9	1
8	6
8	4
9	2
11	1
10	4
7	4
8	6
8	1
10	3
7	2
8	2
12	3
8	3
8	4
7	2
7	6
8	2
10	1
8	4
10	1
9	1
9	1
9	1
8	11
8	1
8	3
8	9
8	2
9	1
9	3
15	6
8	1
8	3
7	4
15	1
9	4
14	1
8	6
11	3
8	1
8	3
11	1
18	3
8	1
10	7
9	1
11	1
14	1
12	2
8	7
10	1
8	1
8	12
20	1
8	4
8	2
8	1
9	5
8	3
9	1
8	5
8	8
8	2
9	2
7	3
13	2
7	3
27	7
9	3
7	6
9	2
8	1
7	4
8	5
33	5
8	9
10	5
8	5
8	6
9	1
7	9
8	2
10	1
9	3
8	2
9	4
8	6
8	1
8	1
9	3
20	1
8	3
11	2
8	1
8	1
7	6
8	4
7	5
10	1
9	2
7	5
10	3
7	2
7	1
7	4
9	1
8	1
9	1
8	5
9	1
9	1
8	4
10	3
7	4
7	5
7	5
9	2
9	2
7	1
8	6
8	4
7	5
19	2
7	4
10	1
9	3
16	1
7	5
7	3
7	7
8	8
10	1
8	7
9	6
10	1
9	2
9	5
16	4
10	1
9	1
11	2
8	5
8	5
8	1
8	6
8	5
7	3
9	1
8	3
7	3
7	8
16	7
10	19
7	3
13	1
8	3
8	4
7	6
9	2
9	8
8	2
8	4
8	3
7	3
8	4
10	1
7	2
7	2
8	6
7	4
8	1
9	2
9	5
7	2
8	6
7	6
7	3
7	7
9	2
8	9
16	1
9	1
11	1
8	4
28	1
9	8
12	1
7	1
9	2
11	1
7	4
7	4
9	1
8	2
8	5
9	2
8	2
7	6
12	5
7	4
10	2
8	2
8	6
10	1
10	2
9	1
9	1
7	8
8	1
8	7
12	2
8	5
7	4
10	6
8	3
10	1
8	5
7	4
10	1
8	1
13	5
8	5
8	3
8	1
8	1
13	1
7	15
8	6
8	7
9	1
9	1
8	1
10	1
8	2
8	1
11	1
16	4
8	2
9	2
9	9
8	6
7	31
8	2
8	5
9	4
10	1
9	2
7	3
9	1
9	5
8	3
9	1
8	1
9	2
8	6
17	1
8	6
10	1
8	1
7	5
8	2
8	5
9	2
12	3
10	2
9	6
9	2
8	2
7	5
8	1
12	8
8	7
8	6
7	5
10	2
9	4
7	19
8	3
8	1
8	1
9	4
8	2
14	1
7	8
17	6
9	2
8	1
10	3
8	3
8	1
8	5
9	5
8	5
7	3
9	2
20	3
8	7
10	1
10	1
18	6
10	5
7	1
11	1
9	1
8	20
8	6
8	3
9	3
8	5
10	5
7	3
7	1
9	3
9	1
8	3
16	1
8	7
9	1
13	3
16	1
24	3
13	1
10	1
10	3
13	1
9	1
7	2
8	2
8	3
7	8
8	3
7	7
10	2
7	3
9	1
7	5
14	5
8	3
9	1
8	7
8	4
25	1
19	1
9	1
8	3
9	2
8	5
8	1
7	5
11	3
7	2
9	1
9	1
8	1
8	2
13	1
8	1
10	1
10	5
8	3
9	1
12	1
8	5
8	3
8	2
13	1
7	4
9	2
7	3
8	5
9	2
9	1
8	4
9	2
11	1
8	7
8	9
8	3
11	1
16	3
9	4
7	3
8	2
13	4
9	1
12	1
8	3
10	4
8	11
8	6
9	1
7	15
8	3
9	3
9	1
8	12
11	2
8	4
7	6
8	2
10	1
8	6
9	2
8	2
9	3
8	4
9	1
8	3
8	2
7	16
8	1
9	2
9	3
8	5
8	1
8	8
7	2
9	2
8	6
13	1
8	3
8	4
9	2
8	3
8	1
13	1
10	1
8	2
17	1
9	1
8	4
8	4
8	1
9	1
9	4
7	4
8	3
9	1
18	1
8	7
10	4
8	2
10	1
7	2
10	1
9	9
9	1
8	2
8	3
9	2
8	4
9	1
9	2
10	5
8	8
15	1
8	9
8	3
9	1
10	6
8	4
9	1
7	3
10	2
9	1
8	4
8	1
8	6
8	5
9	1
8	1
7	3
10	2
9	1
14	3
9	2
8	8
22	10
9	1
8	3
20	1
8	1
9	1
8	3
8	3
8	2
21	4
19	1
8	4
10	7
8	4
9	3
9	2
8	2
9	3
7	3
7	25
7	5
11	1
8	7
9	1
9	4
8	1
8	9
10	8
9	4
8	7
10	1
14	1
9	2
7	2
9	4
8	5
9	1
8	7
15	1
7	23
8	1
9	6
7	2
8	4
9	3
9	1
10	3
9	3
8	9
7	2
8	1
10	1
8	8
8	2
8	8
9	2
8	3
8	1
9	2
10	3
6	14
9	1
8	3
9	3
7	3
9	3
15	1
9	2
15	6
10	1
11	5
9	2
11	1
8	2
16	1
10	3
8	1
7	3
12	1
8	6
25	1
9	3
7	3
8	4
9	1
8	1
10	5
9	1
7	5
10	8
9	2
10	3
9	1
7	4
7	5
16	10
8	1
8	4
7	9
9	2
9	1
8	4
8	1
12	5
21	2
9	6
9	3
7	4
9	1
7	5
10	1
8	3
7	3
9	1
9	1
7	2
8	2
9	1
9	2
10	3
9	2
8	2
18	3
8	2
7	4
13	1
7	5
8	1
8	1
8	2
8	6
8	1
8	2
7	22
7	16
10	3
7	1
13	6
16	2
10	2
9	1
9	1
8	6
8	7
14	2
8	10
8	7
10	2
9	2
8	2
9	4
8	5
7	3
8	1
11	2
7	2
9	6
8	9
8	5
8	4
8	1
35	2
8	3
10	1
10	1
9	2
9	1
11	1
8	1
15	1
16	2
8	4
6	18
9	3
12	1
7	7
9	1
10	1
13	2
7	7
8	4
9	2
7	4
8	10
9	1
8	2
12	3
11	1
9	2
9	1
8	1
9	1
8	5
8	7
7	7
8	6
10	3
13	1
7	2
8	2
9	2
8	6
9	3
8	10
9	2
9	13
8	2
8	5
8	6
8	7
8	2
31	1
9	1
14	2
8	4
8	1
8	8
9	1
10	1
8	1
8	4
8	2
7	23
11	1
11	1
8	4
8	4
10	1
9	1
7	4
13	1
9	1
8	8
8	6
9	4
9	2
26	1
8	3
10	2
8	2
19	1
9	3
7	5
16	1
8	6
8	2
10	7
9	2
13	1
7	3
9	3
8	8
7	16
20	3
10	5
8	3
8	7
9	1
8	6
9	3
8	4
8	7
9	9
8	4
10	3
12	1
14	2
9	2
10	3
10	1
12	2
7	2
9	2
10	4
8	4
8	1
8	5
18	1
8	1
7	3
15	5
7	5
20	3
7	7
9	3
8	5
8	1
7	5
8	4
8	3
10	1
14	1
9	1
10	1
8	2
10	1
9	2
9	1
8	13
8	8
8	3
9	1
7	4
7	5
7	5
8	3
9	1
8	6
10	1
8	1
10	1
7	2
9	1
9	2
10	7
10	2
8	1
9	5
11	2
7	4
8	7
9	3
10	2
9	1
8	6
8	6
8	1
7	2
8	4
8	6
8	5
8	4
10	3
8	2
7	6
11	1
8	7
9	3
7	2
11	3
8	1
18	2
9	2
8	2
9	1
13	1
10	1
7	7
8	2
9	4
10	1
18	2
9	3
9	4
9	1
7	7
8	7
9	2
9	1
8	1
16	1
8	4
9	1
10	1
11	2
10	1
8	5
7	3
11	3
8	1
7	2
7	3
10	4
8	4
7	19
12	3
8	4
7	3
7	6
11	1
8	6
10	6
10	1
8	10
7	4
9	1
8	21
9	1
9	3
9	5
9	2
8	1
8	5
8	9
8	6
8	1
10	1
8	10
9	1
8	5
8	2
9	2
12	5
8	3
9	7
7	18
8	1
13	2
9	1
12	1
7	6
8	3
8	4
18	3
9	4
10	1
7	7
8	3
7	5
10	1
9	2
9	1
8	2
10	1
38	1
9	1
9	1
7	4
8	4
7	19
9	3
7	4
9	3
7	4
8	1
8	1
8	1
7	4
9	1
8	1
9	3
14	1
8	5
9	2
8	1
9	1
8	1
9	1
8	5
8	1
7	5
10	1
8	1
8	10
10	1
9	7
7	2
10	3
8	3
7	5
8	6
8	4
9	1
9	3
11	1
11	5
7	24
7	5
7	6
8	3
8	4
8	10
8	7
8	1
8	5
8	5
8	2
9	2
9	1
8	3
8	2
8	6
7	1
9	1
8	1
9	2
8	3
8	6
10	1
10	2
7	4
7	3
10	2
11	1
10	3
10	1
8	3
8	2
8	1
11	1
7	2
8	3
8	2
8	3
11	2
8	10
9	3
8	7
9	1
8	1
8	5
10	8
8	8
9	1
9	1
8	1
9	6
8	8
12	2
7	5
8	2
8	3
9	3
8	8
8	5
17	2
7	5
9	3
8	3
9	2
9	1
9	9
7	3
8	3
8	1
7	2
15	3
8	3
8	3
9	1
8	5
9	1
9	2
11	2
9	3
8	6
8	2
9	2
8	5
7	3
8	4
8	6
8	5
8	1
13	1
10	1
8	5
12	3
15	1
7	4
13	2
16	2
10	1
9	7
20	1
10	1
7	3
20	4
8	9
9	1
9	3
7	2
7	14
11	1
8	6
7	3
9	1
9	6
8	8
8	6
12	2
8	2
8	7
12	1
11	2
9	4
7	4
7	8
9	2
7	7
8	1
8	10
9	2
8	10
8	3
8	9
8	4
7	6
9	2
14	2
8	5
9	1
8	2
8	3
8	3
9	3
8	5
9	1
14	4
8	6
9	2
9	6
7	6
8	3
7	1
8	4
9	2
8	1
17	3
7	26
9	1
8	1
8	2
9	1
8	1
10	2
10	3
9	1
8	2
9	5
7	5
9	3
8	3
8	6
7	3
9	6
9	5
8	4
8	2
20	2
9	1
8	2
7	4
8	1
8	2
8	6
9	1
14	1
7	13
10	5
10	1
7	3
9	1
9	1
8	5
9	2
8	6
7	5
8	5
9	2
8	3
7	1
9	2
7	3
8	5
8	2
8	2
8	3
9	2
8	1
8	2
11	2
8	9
10	4
8	5
9	3
13	7
7	2
9	1
7	2
9	1
7	3
7	20
11	3
27	1
9	1
10	1
14	1
8	7
9	1
9	1
8	4
8	1
10	1
8	2
8	5
11	2
9	1
10	3
7	6
11	1
13	2
8	7
8	5
8	6
9	1
10	4
7	4
7	4
8	6
7	4
8	7
9	1
10	4
7	8
11	2
8	2
12	1
8	2
9	5
7	4
10	4
7	2
8	2
7	4
8	5
8	1
8	1
8	2
8	2
11	1
13	2
9	1
8	4
9	3
9	5
20	4
8	3
7	4
9	6
23	2
9	1
10	6
9	3
8	1
9	1
8	2
13	1
8	1
8	3
7	2
10	1
9	4
7	5
7	3
21	1
8	6
9	2
9	2
13	1
7	6
9	10
8	2
9	5
8	1
11	2
8	2
8	6
8	5
8	1
15	2
10	1
8	9
8	7
9	2
8	3
7	6
8	1
7	4
9	4
7	3
9	1
8	2
9	3
7	2
7	6
11	5
12	1
9	4
9	5
8	1
8	8
9	2
9	1
7	5
10	1
8	1
8	1
13	1
8	1
11	2
9	1
8	1
10	2
10	7
8	1
9	2
9	6
9	1
8	4
8	1
8	1
8	2
8	4
7	8
8	1
16	1
10	3
8	4
8	7
8	5
8	1
8	6
8	3
7	2
8	2
8	5
10	4
23	1
10	5
8	4
9	4
10	1
7	7
8	1
10	5
9	1
13	1
8	2
31	1
7	2
9	2
9	3
8	4
9	4
8	6
12	4
11	1
9	3
8	5
8	3
15	5
17	1
7	5
9	2
12	1
8	7
8	7
7	2
8	2
14	2
8	4
9	1
8	8
9	5
8	1
9	1
8	4
8	1
7	6
8	5
8	3
8	1
8	7
8	5
8	5
9	1
8	7
10	1
9	3
8	6
8	3
8	4
7	5
9	1
11	1
8	6
32	1
7	18
19	1
8	1
8	5
8	1
7	4
8	1
8	7
8	6
22	6
8	2
11	3
8	1
7	5
9	5
8	8
10	1
8	8
10	1
8	8
7	4
8	4
9	3
7	3
13	1
7	4
9	2
7	5
8	4
12	2
8	6
11	1
7	3
12	7
11	4
8	6
9	1
9	1
10	5
9	1
11	1
8	2
9	2
8	2
8	6
11	4
8	6
8	8
7	5
8	1
20	2
11	1
8	1
9	6
28	2
13	1
7	7
7	20
8	3
12	2
11	9
8	2
9	1
8	2
35	8
9	2
8	2
8	1
9	7
8	22
9	3
8	7
21	1
10	1
7	1
9	2
8	1
8	7
7	2
10	3
11	2
9	5
10	1
10	4
9	5
9	4
8	4
9	2
24	1
9	1
8	18
18	2
7	5
8	2
9	3
8	2
7	1
8	6
9	3
13	1
8	2
9	1
9	3
8	4
8	9
8	1
13	2
7	4
10	2
9	1
8	6
22	4
9	1
8	4
7	4
9	2
8	2
9	4
9	4
9	3
8	2
7	7
10	4
8	5
9	2
17	1
8	7
16	9
7	2
10	1
8	2
12	6
9	1
9	1
8	4
7	4
7	20
7	2
8	4
8	7
10	1
7	4
15	2
10	1
11	4
7	5
9	1
8	10
10	1
9	2
11	1
8	1
7	7
8	5
8	6
8	1
7	4
8	5
8	5
8	6
7	3
8	2
7	5
8	5
10	1
11	1
12	2
7	14
10	6
8	1
7	4
8	4
9	1
10	2
9	4
9	4
8	5
16	2
11	4
8	3
8	1
8	1
8	1
8	4
10	1
8	5
12	1
9	1
8	5
9	1
9	4
8	2
8	7
10	1
10	1
8	1
8	2
10	1
8	2
8	4
7	18
8	1
9	2
10	7
9	4
9	1
9	3
12	3
8	5
7	1
17	1
10	2
7	1
9	1
7	3
9	4
8	4
9	2
9	4
7	17
8	2
7	4
8	3
8	1
8	5
9	2
9	1
9	19
8	2
9	2
8	4
9	1
12	2
9	4
9	1
8	3
7	2
8	5
9	2
8	4
24	1
9	2
7	3
10	1
8	1
10	1
9	1
8	9
8	2
9	2
8	1
8	3
8	6
9	2
8	8
8	1
22	1
8	7
10	1
8	2
8	6
8	8
9	5
7	3
8	5
13	1
8	3
10	1
8	1
10	1
7	24
8	3
18	1
10	6
7	4
8	2
10	1
9	1
7	2
8	5
8	5
9	4
8	4
9	8
9	1
8	1
8	1
8	6
11	6
10	4
12	1
9	1
7	4
11	3
24	1
8	1
8	6
9	1
7	7
9	1
9	4
7	6
14	1
9	2
10	1
9	1
8	2
8	2
14	1
28	1
8	1
9	5
9	3
8	4
7	4
9	1
8	4
8	2
8	2
7	1
19	1
8	4
9	6
7	2
8	5
9	1
8	1
7	14
8	2
8	10
9	2
16	2
7	2
7	9
9	5
8	1
7	1
10	3
7	6
9	1
8	1
8	1
10	2
8	5
15	4
9	1
9	4
8	3
7	2
7	3
7	3
15	2
9	4
8	5
10	1
7	19
8	3
7	6
8	4
9	2
7	4
7	2
7	13
11	3
8	5
9	2
8	4
7	3
8	3
8	1
17	2
7	5
22	1
9	3
9	7
11	2
8	1
8	7
10	5
9	7
10	1
11	8
8	3
8	6
9	1
9	1
9	1
8	2
8	2
9	5
8	1
7	5
8	8
8	1
7	3
9	6
23	1
8	3
9	4
8	3
10	3
10	1
22	1
8	5
8	1
14	8
8	6
9	1
9	1
7	6
9	3
8	4
8	3
7	4
10	1
7	1
8	1
7	1
10	1
8	1
8	6
8	2
10	1
8	2
8	10
24	1
9	2
22	2
7	10
8	3
9	2
9	5
10	2
8	2
8	1
9	1
8	1
10	1
8	4
7	1
9	5
10	3
8	7
11	1
9	4
8	1
11	2
9	1
11	2
8	1
7	1
8	3
9	1
7	6
8	6
10	2
9	1
10	2
17	1
8	1
7	13
11	1
7	1
8	5
7	1
10	6
9	1
9	4
13	3
9	1
7	1
12	1
10	9
7	5
9	2
8	3
7	4
12	2
9	1
8	2
8	1
8	2
7	18
10	2
12	1
10	1
7	3
13	4
7	3
8	2
7	3
11	14
9	2
7	5
9	1
9	3
16	1
9	2
9	7
8	4
24	3
8	3
10	5
9	3
9	2
8	1
8	4
8	1
10	8
8	2
7	3
8	2
11	2
8	7
8	5
7	4
11	1
9	2
8	1
9	3
12	2
8	1
8	14
9	1
8	2
7	3
7	7
9	2
8	3
9	1
9	2
7	14
19	1
8	3
9	1
7	1
8	5
8	4
10	1
11	2
7	2
9	7
8	1
8	3
8	3
8	3
9	4
8	1
8	3
9	1
8	12
11	3
8	2
8	2
8	6
8	1
8	7
8	2
7	5
17	2
8	1
7	3
8	5
7	5
9	1
16	1
7	4
12	1
7	3
9	1
9	2
7	14
9	1
9	2
9	1
8	2
10	1
7	4
7	2
8	4
8	1
9	2
8	1
8	5
8	1
8	2
20	1
7	5
8	2
8	4
8	2
10	2
10	1
18	1
8	1
7	4
9	2
9	1
8	7
8	2
8	8
12	1
10	1
8	4
8	9
9	5
8	5
8	3
8	7
9	5
12	1
9	4
8	2
7	5
10	2
8	1
7	8
8	3
7	3
10	1
9	1
17	4
9	1
8	4
8	6
9	3
8	5
8	2
15	1
8	7
11	1
14	19
8	4
8	8
7	15
8	3
8	4
11	2
8	6
8	8
9	2
8	1
8	2
8	7
8	6
8	1
8	7
9	2
8	2
17	1
13	1
9	1
8	2
10	3
8	1
12	1
8	4
8	2
7	1
8	6
10	3
8	2
11	1
7	4
9	1
10	1
8	2
8	5
15	2
9	1
8	3
9	2
7	4
8	5
8	6
9	3
7	5
10	1
8	2
9	2
11	1
9	4
8	2
9	4
15	5
8	2
7	5
8	1
7	4
8	2
7	20
9	1
7	24
10	2
9	1
8	5
8	2
14	1
8	3
7	2
8	2
9	2
9	1
8	1
8	1
8	2
8	1
7	5
8	3
9	5
8	1
8	1
7	5
